study_id,participant,age_in_years,sex,species,session,trial,trial_subset,subset,early_item,late_item,coord_early_x,coord_early_y,coord_late_x,coord_late_y,magnitude,symbolic_distance,accuracy,latency,wavering,wavering_coder2
allritz2021chimpanzees,alex,13.0,m,chimpanzee,6,95,18,pair_35,3,5,1120,640,800,128,3,2,1,1146,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,4,19,pair_25,2,5,160,128,480,128,2,3,1,779,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,5,19,pair_35,3,5,480,384,160,896,3,2,1,1211,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,6,19,pair_12,1,2,480,384,160,640,1,1,1,1039,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,9,20,pair_35,3,5,800,128,480,640,3,2,1,806,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,10,19,pair_14,1,4,800,896,1120,896,1,3,1,660,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,16,20,pair_25,2,5,480,640,480,384,2,3,1,1036,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,22,20,pair_12,1,2,1120,128,480,384,1,1,1,776,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,24,19,pair_13,1,3,800,384,800,128,1,2,0,1021,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,27,20,pair_13,1,3,160,896,1120,128,1,2,1,801,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,30,19,pair_24,2,4,480,896,480,384,2,2,1,856,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,31,19,pair_34,3,4,1120,384,1120,896,3,1,1,2496,3.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,32,20,pair_34,3,4,160,384,1120,384,3,1,1,918,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,33,20,pair_14,1,4,1120,640,800,384,1,3,1,850,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,40,19,pair_23,2,3,800,384,160,128,2,1,0,953,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,44,21,pair_13,1,3,1120,128,1120,640,1,2,1,843,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,47,21,pair_34,3,4,1120,896,480,896,3,1,1,1476,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,50,20,pair_23,2,3,160,896,160,128,2,1,1,1853,2.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,55,21,pair_12,1,2,800,896,160,128,1,1,1,1292,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,58,19,pair_45,4,5,160,384,480,640,4,1,1,1745,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,61,20,pair_45,4,5,480,640,160,384,4,1,1,1564,3.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,63,21,pair_45,4,5,160,640,800,128,4,1,1,1821,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,64,21,pair_25,2,5,800,384,1120,384,2,3,1,904,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,70,21,pair_35,3,5,1120,128,480,896,3,2,1,1346,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,73,19,pair_15,1,5,800,128,480,128,1,4,1,803,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,75,21,pair_14,1,4,1120,640,160,128,1,3,1,797,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,78,20,pair_24,2,4,1120,640,800,128,2,2,1,977,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,84,21,pair_24,2,4,1120,384,160,128,2,2,1,795,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,86,20,pair_15,1,5,800,896,480,384,1,4,1,592,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,88,21,pair_15,1,5,1120,384,1120,896,1,4,1,884,1.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,7,97,21,pair_23,2,3,480,128,160,128,2,1,1,847,0.0,
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,7,22,pair_14,1,4,480,128,1120,896,1,3,1,916,0.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,9,22,pair_12,1,2,160,896,1120,896,1,1,1,702,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,17,22,pair_34,3,4,480,128,800,640,3,1,1,924,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,29,22,pair_45,4,5,1120,640,160,640,4,1,1,1977,1.0,2.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,41,23,pair_14,1,4,480,128,480,896,1,3,1,1106,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,43,22,pair_13,1,3,800,896,1120,896,1,2,1,830,1.0,3.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,44,22,pair_35,3,5,480,896,160,896,3,2,1,1342,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,45,23,pair_35,3,5,800,128,480,896,3,2,1,1178,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,46,23,pair_13,1,3,800,640,1120,896,1,2,1,954,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,48,22,pair_25,2,5,480,128,160,640,2,3,1,952,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,50,23,pair_12,1,2,160,128,1120,640,1,1,0,1753,2.0,2.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,51,23,pair_45,4,5,800,384,1120,896,4,1,1,2561,2.0,3.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,54,22,pair_23,2,3,480,128,1120,128,2,1,1,1335,0.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,58,24,pair_13,1,3,480,640,160,128,1,2,1,7316,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,60,22,pair_15,1,5,1120,640,160,640,1,4,1,785,0.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,61,23,pair_25,2,5,800,640,160,896,2,3,1,1455,2.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,62,23,pair_34,3,4,800,896,480,128,3,1,1,1611,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,66,23,pair_23,2,3,800,640,160,384,2,1,0,2660,3.0,3.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,68,22,pair_24,2,4,1120,640,160,640,2,2,1,1816,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,76,24,pair_12,1,2,1120,128,480,640,1,1,1,741,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,77,23,pair_24,2,4,480,896,160,896,2,2,1,1186,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,79,24,pair_14,1,4,1120,384,160,640,1,3,1,751,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,81,24,pair_45,4,5,160,384,800,640,4,1,1,1871,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,86,23,pair_15,1,5,1120,384,480,128,1,4,1,877,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,88,24,pair_15,1,5,1120,128,160,128,1,4,1,685,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,89,24,pair_35,3,5,480,896,1120,640,3,2,1,1627,0.0,0.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,90,24,pair_23,2,3,160,640,800,128,2,1,1,1847,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,96,24,pair_34,3,4,160,128,800,896,3,1,1,1747,2.0,2.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,99,24,pair_24,2,4,480,128,160,896,2,2,1,889,1.0,1.0
allritz2021chimpanzees,alex,13.0,m,chimpanzee,8,100,24,pair_25,2,5,800,640,160,128,2,3,1,1327,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,2,1,pair_35,3,5,160,896,160,128,3,2,1,823,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,9,1,pair_13,1,3,160,384,1120,640,1,2,1,531,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,12,1,pair_23,2,3,800,896,1120,128,2,1,1,902,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,18,1,pair_45,4,5,800,640,480,384,4,1,1,2219,4.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,22,1,pair_12,1,2,160,640,1120,384,1,1,1,1407,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,24,1,pair_15,1,5,800,640,1120,384,1,4,1,674,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,25,1,pair_25,2,5,1120,896,480,896,2,3,1,719,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,27,2,pair_25,2,5,800,640,800,128,2,3,1,1554,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,29,2,pair_23,2,3,800,640,800,384,2,1,1,594,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,35,1,pair_34,3,4,800,128,480,640,3,1,1,668,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,36,1,pair_14,1,4,160,896,160,384,1,3,1,636,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,40,3,pair_23,2,3,480,384,800,896,2,1,0,1680,3.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,41,3,pair_25,2,5,480,128,160,128,2,3,1,855,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,48,2,pair_45,4,5,480,640,160,128,4,1,1,876,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,49,2,pair_13,1,3,480,128,480,896,1,2,1,548,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,51,3,pair_45,4,5,480,128,160,128,4,1,1,907,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,52,2,pair_35,3,5,480,640,160,640,3,2,1,1525,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,59,1,pair_24,2,4,800,384,160,384,2,2,1,555,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,61,2,pair_12,1,2,800,128,480,384,1,1,1,601,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,62,2,pair_24,2,4,800,128,800,640,2,2,1,826,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,64,2,pair_15,1,5,1120,896,1120,640,1,4,1,1190,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,70,3,pair_15,1,5,1120,896,160,896,1,4,1,904,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,71,3,pair_24,2,4,1120,128,800,128,2,2,1,3189,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,74,3,pair_13,1,3,160,640,480,384,1,2,1,593,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,77,3,pair_12,1,2,1120,128,800,640,1,1,1,739,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,80,2,pair_34,3,4,480,640,1120,640,3,1,1,794,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,91,2,pair_14,1,4,1120,128,800,640,1,3,1,752,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,93,3,pair_14,1,4,800,128,800,640,1,3,1,662,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,95,3,pair_35,3,5,1120,128,480,128,3,2,1,1566,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,1,100,3,pair_34,3,4,480,640,480,384,3,1,1,1285,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,4,4,pair_15,1,5,1120,384,160,384,1,4,1,558,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,5,4,pair_25,2,5,480,384,800,128,2,3,1,625,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,13,5,pair_15,1,5,160,640,480,896,1,4,1,529,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,15,4,pair_14,1,4,480,128,800,640,1,3,1,528,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,19,4,pair_35,3,5,480,896,800,128,3,2,1,649,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,20,5,pair_14,1,4,160,896,1120,128,1,3,1,714,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,21,4,pair_34,3,4,480,640,480,896,3,1,1,1404,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,25,4,pair_24,2,4,1120,896,1120,128,2,2,1,629,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,29,4,pair_12,1,2,480,896,480,128,1,1,0,549,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,32,4,pair_13,1,3,160,384,1120,640,1,2,1,562,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,35,5,pair_35,3,5,160,128,160,384,3,2,1,934,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,37,5,pair_12,1,2,1120,640,480,384,1,1,1,698,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,43,6,pair_14,1,4,1120,896,1120,128,1,3,1,702,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,49,6,pair_35,3,5,1120,128,160,128,3,2,1,1381,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,52,5,pair_13,1,3,1120,640,1120,128,1,2,1,830,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,54,6,pair_15,1,5,480,640,160,384,1,4,1,447,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,55,4,pair_45,4,5,160,384,1120,128,4,1,1,1941,2.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,56,5,pair_45,4,5,160,384,1120,640,4,1,0,2104,2.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,57,6,pair_13,1,3,480,384,800,896,1,2,1,542,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,63,4,pair_23,2,3,480,384,160,896,2,1,1,513,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,64,6,pair_12,1,2,480,896,1120,640,1,1,1,771,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,69,5,pair_24,2,4,800,128,480,128,2,2,0,981,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,75,5,pair_25,2,5,480,896,1120,896,2,3,1,573,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,76,5,pair_34,3,4,1120,128,160,896,3,1,1,800,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,80,6,pair_45,4,5,800,128,1120,896,4,1,1,874,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,81,6,pair_24,2,4,1120,896,800,896,2,2,0,648,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,84,5,pair_23,2,3,480,384,1120,896,2,1,1,1323,2.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,87,6,pair_34,3,4,160,384,160,128,3,1,1,845,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,93,6,pair_23,2,3,800,128,160,896,2,1,0,769,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,2,97,6,pair_25,2,5,1120,384,1120,640,2,3,1,735,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,3,7,pair_25,2,5,480,640,1120,640,2,3,1,697,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,5,7,pair_13,1,3,800,128,160,128,1,2,1,575,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,6,7,pair_24,2,4,480,896,160,896,2,2,1,825,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,11,7,pair_34,3,4,800,640,160,896,3,1,1,642,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,21,7,pair_15,1,5,160,128,480,640,1,4,1,736,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,24,7,pair_45,4,5,1120,640,480,384,4,1,1,810,1.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,29,8,pair_25,2,5,800,896,160,640,2,3,1,726,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,41,7,pair_35,3,5,480,128,1120,128,3,2,1,1355,2.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,42,7,pair_12,1,2,160,640,800,128,1,1,1,713,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,45,8,pair_24,2,4,480,896,1120,128,2,2,1,1669,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,47,8,pair_35,3,5,1120,896,1120,128,3,2,1,978,1.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,52,7,pair_14,1,4,1120,896,800,896,1,3,1,628,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,57,8,pair_15,1,5,1120,128,480,384,1,4,1,641,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,59,7,pair_23,2,3,1120,640,1120,896,2,1,0,982,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,63,9,pair_35,3,5,1120,384,1120,896,3,2,1,893,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,64,9,pair_15,1,5,160,896,800,896,1,4,1,802,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,65,8,pair_13,1,3,480,128,1120,896,1,2,1,657,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,68,8,pair_45,4,5,800,128,480,640,4,1,1,1014,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,70,8,pair_14,1,4,800,896,160,384,1,3,1,657,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,72,9,pair_24,2,4,800,384,1120,896,2,2,1,1538,2.0,3.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,73,8,pair_34,3,4,1120,640,160,128,3,1,1,1353,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,78,8,pair_12,1,2,1120,128,480,640,1,1,1,789,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,79,9,pair_12,1,2,800,640,160,640,1,1,1,1180,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,81,9,pair_45,4,5,160,640,800,640,4,1,1,983,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,87,8,pair_23,2,3,160,128,800,896,2,1,1,1681,3.0,3.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,90,9,pair_14,1,4,480,640,480,384,1,3,1,605,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,92,9,pair_34,3,4,1120,128,160,384,3,1,1,883,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,95,9,pair_23,2,3,160,640,1120,896,2,1,0,1955,2.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,96,9,pair_13,1,3,160,128,480,128,1,2,1,729,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,3,99,9,pair_25,2,5,480,896,160,640,2,3,1,846,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,1,10,pair_14,1,4,800,128,480,128,1,3,1,493,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,3,10,pair_35,3,5,480,640,800,128,3,2,1,967,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,5,10,pair_23,2,3,480,384,160,128,2,1,0,1394,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,6,10,pair_12,1,2,800,128,1120,640,1,1,1,753,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,7,11,pair_12,1,2,800,384,160,896,1,1,1,1075,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,9,10,pair_13,1,3,800,640,160,384,1,2,1,831,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,10,10,pair_45,4,5,160,128,480,640,4,1,1,1307,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,12,10,pair_25,2,5,160,896,1120,128,2,3,1,1686,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,16,12,pair_12,1,2,800,128,800,384,1,1,1,1075,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,25,11,pair_45,4,5,480,128,1120,128,4,1,1,996,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,26,10,pair_24,2,4,1120,640,160,896,2,2,1,799,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,32,11,pair_24,2,4,800,128,1120,384,2,2,1,1561,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,37,10,pair_15,1,5,480,896,1120,384,1,4,1,855,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,42,11,pair_23,2,3,800,896,160,384,2,1,1,1239,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,45,10,pair_34,3,4,1120,384,160,896,3,1,1,1224,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,47,12,pair_24,2,4,480,384,480,640,2,2,1,586,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,51,12,pair_23,2,3,800,640,160,640,2,1,1,1506,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,52,11,pair_34,3,4,800,896,1120,384,3,1,1,1044,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,58,11,pair_13,1,3,800,384,1120,896,1,2,1,703,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,64,11,pair_14,1,4,160,896,800,640,1,3,1,718,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,69,11,pair_35,3,5,160,128,800,640,3,2,1,1545,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,70,12,pair_14,1,4,480,896,800,384,1,3,1,846,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,74,11,pair_25,2,5,480,384,160,640,2,3,1,1060,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,78,11,pair_15,1,5,800,384,480,640,1,4,1,511,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,86,12,pair_25,2,5,480,640,480,128,2,3,1,1965,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,88,12,pair_34,3,4,480,640,1120,640,3,1,1,1819,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,89,12,pair_13,1,3,800,640,160,640,1,2,1,1261,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,90,12,pair_15,1,5,480,384,800,896,1,4,1,939,,
