study_id,participant,age_in_years,sex,species,session,trial,trial_subset,subset,early_item,late_item,coord_early_x,coord_early_y,coord_late_x,coord_late_y,magnitude,symbolic_distance,accuracy,latency,wavering,wavering_coder2
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,94,12,pair_45,4,5,160,896,800,896,4,1,0,1421,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,4,96,12,pair_35,3,5,160,128,480,384,3,2,1,954,,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,5,13,pair_35,3,5,1120,384,480,384,3,2,1,820,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,8,13,pair_45,4,5,1120,128,160,896,4,1,1,1564,2.0,3.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,11,13,pair_34,3,4,1120,128,480,128,3,1,1,730,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,13,14,pair_34,3,4,800,384,800,896,3,1,1,789,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,14,13,pair_24,2,4,480,640,480,128,2,2,1,1424,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,18,13,pair_12,1,2,160,640,800,128,1,1,0,1070,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,23,14,pair_24,2,4,160,640,1120,896,2,2,1,946,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,31,13,pair_25,2,5,480,640,800,384,2,3,1,923,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,35,13,pair_14,1,4,480,128,800,384,1,3,0,424,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,37,13,pair_13,1,3,480,640,480,128,1,2,1,672,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,43,14,pair_25,2,5,480,896,1120,128,2,3,1,1151,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,46,14,pair_45,4,5,160,384,480,896,4,1,1,1454,2.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,48,14,pair_12,1,2,480,640,480,896,1,1,1,713,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,52,14,pair_35,3,5,160,896,480,128,3,2,1,1722,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,54,15,pair_34,3,4,800,640,480,384,3,1,1,793,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,55,15,pair_24,2,4,160,896,480,128,2,2,1,1392,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,57,13,pair_23,2,3,800,128,480,640,2,1,1,1702,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,58,15,pair_45,4,5,800,640,160,640,4,1,1,1004,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,61,14,pair_23,2,3,480,640,160,640,2,1,1,1884,2.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,62,13,pair_15,1,5,1120,640,480,640,1,4,1,766,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,71,15,pair_25,2,5,480,640,800,384,2,3,1,725,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,73,15,pair_23,2,3,480,128,480,640,2,1,0,1295,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,80,14,pair_13,1,3,480,896,800,896,1,2,0,966,1.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,83,15,pair_12,1,2,800,896,160,896,1,1,1,707,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,86,15,pair_13,1,3,800,896,800,128,1,2,1,676,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,90,14,pair_15,1,5,480,896,1120,896,1,4,1,742,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,92,14,pair_14,1,4,160,384,480,640,1,3,1,689,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,95,15,pair_14,1,4,1120,384,1120,896,1,3,1,562,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,96,15,pair_15,1,5,160,128,160,640,1,4,1,1470,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,5,98,15,pair_35,3,5,160,128,480,640,3,2,1,829,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,1,16,pair_34,3,4,1120,128,1120,384,3,1,1,1403,2.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,5,16,pair_14,1,4,1120,896,800,896,1,3,1,679,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,6,16,pair_25,2,5,1120,128,480,896,2,3,1,1397,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,7,16,pair_13,1,3,480,640,480,896,1,2,1,597,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,8,16,pair_35,3,5,480,896,160,640,3,2,1,1581,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,11,16,pair_15,1,5,800,384,480,896,1,4,1,545,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,13,17,pair_15,1,5,800,128,480,896,1,4,1,702,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,19,16,pair_12,1,2,480,128,1120,896,1,1,1,686,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,25,16,pair_23,2,3,1120,896,800,128,2,1,1,1351,1.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,30,17,pair_35,3,5,1120,128,800,896,3,2,1,766,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,35,17,pair_13,1,3,160,384,1120,640,1,2,1,637,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,36,17,pair_34,3,4,480,384,800,640,3,1,1,977,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,37,17,pair_25,2,5,480,384,1120,640,2,3,1,1061,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,40,16,pair_45,4,5,160,128,480,640,4,1,1,1163,0.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,43,17,pair_12,1,2,160,128,1120,640,1,1,0,1171,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,44,17,pair_23,2,3,480,640,480,384,2,1,0,806,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,47,17,pair_14,1,4,1120,384,480,640,1,3,1,583,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,50,17,pair_45,4,5,480,128,1120,640,4,1,1,1108,0.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,61,18,pair_14,1,4,800,896,1120,896,1,3,1,808,1.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,63,18,pair_34,3,4,1120,640,160,128,3,1,1,858,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,67,18,pair_15,1,5,160,896,480,896,1,4,1,806,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,70,18,pair_25,2,5,480,128,1120,640,2,3,1,661,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,75,16,pair_24,2,4,1120,640,160,384,2,2,1,1594,2.0,2.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,79,18,pair_13,1,3,800,128,480,896,1,2,1,561,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,82,17,pair_24,2,4,1120,896,160,896,2,2,1,660,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,86,18,pair_45,4,5,1120,896,160,896,4,1,1,1075,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,92,18,pair_23,2,3,480,128,1120,896,2,1,0,902,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,93,18,pair_24,2,4,800,128,800,640,2,2,1,1521,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,94,18,pair_12,1,2,800,896,800,384,1,1,0,739,0.0,0.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,6,98,18,pair_35,3,5,480,896,160,128,3,2,1,906,1.0,1.0
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,1,19,pair_24,2,4,480,128,160,384,2,2,1,629,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,4,19,pair_35,3,5,1120,640,800,128,3,2,1,848,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,5,20,pair_24,2,4,1120,384,800,896,2,2,1,592,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,8,19,pair_23,2,3,800,384,800,128,2,1,0,1280,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,11,19,pair_25,2,5,800,128,1120,640,2,3,1,1092,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,12,19,pair_13,1,3,1120,896,1120,640,1,2,1,634,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,14,19,pair_15,1,5,160,128,800,384,1,4,1,667,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,18,20,pair_23,2,3,800,896,1120,640,2,1,0,840,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,23,19,pair_34,3,4,480,896,800,128,3,1,1,945,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,25,19,pair_14,1,4,160,640,800,640,1,3,1,585,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,28,20,pair_14,1,4,800,384,1120,896,1,3,1,1293,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,29,20,pair_34,3,4,480,896,800,128,3,1,1,850,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,33,21,pair_14,1,4,160,896,1120,384,1,3,1,1777,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,38,21,pair_34,3,4,160,640,480,640,3,1,1,807,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,41,19,pair_12,1,2,160,384,1120,384,1,1,1,654,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,44,20,pair_13,1,3,1120,384,160,640,1,2,1,647,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,46,19,pair_45,4,5,1120,896,1120,128,4,1,1,1225,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,47,21,pair_24,2,4,1120,128,160,640,2,2,1,1013,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,48,20,pair_15,1,5,1120,384,800,128,1,4,1,612,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,54,21,pair_13,1,3,480,384,480,128,1,2,1,595,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,58,20,pair_35,3,5,160,384,480,640,3,2,1,766,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,60,20,pair_45,4,5,160,640,480,128,4,1,1,827,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,65,21,pair_35,3,5,160,640,480,128,3,2,1,753,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,78,20,pair_25,2,5,480,640,160,384,2,3,1,775,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,83,20,pair_12,1,2,160,640,800,640,1,1,1,850,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,86,21,pair_12,1,2,480,384,1120,640,1,1,0,1791,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,92,21,pair_45,4,5,480,128,1120,384,4,1,1,1004,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,95,21,pair_15,1,5,480,640,800,640,1,4,1,572,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,96,21,pair_25,2,5,480,128,480,384,2,3,1,703,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,7,97,21,pair_23,2,3,1120,384,1120,640,2,1,1,665,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,1,22,pair_45,4,5,160,128,800,640,4,1,1,2872,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,3,22,pair_24,2,4,1120,640,160,896,2,2,1,947,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,7,22,pair_15,1,5,480,896,160,640,1,4,1,646,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,9,22,pair_25,2,5,1120,128,160,128,2,3,1,894,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,10,22,pair_34,3,4,800,384,800,640,3,1,1,897,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,11,23,pair_15,1,5,480,384,1120,384,1,4,1,1808,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,12,22,pair_13,1,3,1120,384,800,640,1,2,1,646,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,13,22,pair_23,2,3,800,384,1120,896,2,1,0,1331,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,14,22,pair_35,3,5,160,128,1120,128,3,2,1,945,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,21,23,pair_23,2,3,1120,384,800,384,2,1,1,652,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,24,22,pair_14,1,4,800,896,1120,640,1,3,1,576,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,28,23,pair_14,1,4,1120,128,800,896,1,3,1,593,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,30,23,pair_34,3,4,1120,640,800,384,3,1,1,637,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,33,24,pair_34,3,4,1120,128,800,128,3,1,1,1115,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,38,23,pair_35,3,5,1120,640,480,128,3,2,1,1075,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,43,24,pair_23,2,3,800,128,1120,384,2,1,0,744,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,48,23,pair_24,2,4,480,640,480,384,2,2,1,891,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,49,23,pair_13,1,3,800,128,800,640,1,2,1,1357,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,52,23,pair_45,4,5,480,640,160,128,4,1,1,806,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,56,23,pair_25,2,5,160,128,480,384,2,3,1,662,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,57,24,pair_15,1,5,480,896,800,896,1,4,1,699,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,70,24,pair_13,1,3,160,896,480,640,1,2,1,621,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,81,24,pair_14,1,4,800,384,480,128,1,3,1,496,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,84,24,pair_35,3,5,1120,384,800,384,3,2,1,684,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,90,24,pair_45,4,5,1120,128,480,640,4,1,1,1246,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,91,22,pair_12,1,2,480,128,1120,384,1,1,0,814,1.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,94,23,pair_12,1,2,160,128,480,640,1,1,1,646,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,95,24,pair_24,2,4,800,640,160,128,2,2,1,914,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,96,24,pair_25,2,5,800,384,1120,896,2,3,1,853,0.0,
allritz2021chimpanzees,jahaga,22.0,f,chimpanzee,8,97,24,pair_12,1,2,480,896,1120,128,1,1,1,895,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,1,1,pair_24,2,4,800,128,800,384,2,2,1,825,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,8,1,pair_15,1,5,480,896,160,896,1,4,1,707,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,11,1,pair_35,3,5,1120,384,160,384,3,2,1,1627,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,12,1,pair_14,1,4,480,896,800,384,1,3,1,666,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,15,2,pair_24,2,4,480,384,1120,128,2,2,1,2059,2.0,3.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,16,1,pair_23,2,3,800,896,800,128,2,1,1,1236,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,23,1,pair_25,2,5,160,640,800,384,2,3,1,1714,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,30,2,pair_15,1,5,480,384,480,896,1,4,1,738,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,32,2,pair_25,2,5,480,896,160,384,2,3,1,1102,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,34,3,pair_24,2,4,160,384,800,128,2,2,1,1594,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,35,1,pair_13,1,3,480,128,160,640,1,2,1,944,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,37,1,pair_45,4,5,800,896,1120,128,4,1,1,2591,3.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,52,2,pair_23,2,3,160,640,480,896,2,1,1,1770,2.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,60,2,pair_14,1,4,480,640,800,384,1,3,1,553,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,61,3,pair_15,1,5,1120,384,800,128,1,4,1,720,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,66,2,pair_45,4,5,800,640,480,896,4,1,1,1639,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,69,1,pair_12,1,2,1120,128,800,384,1,1,1,845,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,70,1,pair_34,3,4,800,640,480,640,3,1,1,1278,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,74,2,pair_34,3,4,1120,384,800,896,3,1,1,1404,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,75,3,pair_23,2,3,160,384,800,640,2,1,1,1240,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,79,2,pair_13,1,3,1120,896,480,128,1,2,1,1081,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,80,2,pair_35,3,5,480,128,160,896,3,2,1,2660,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,85,3,pair_45,4,5,800,384,480,640,4,1,1,1631,2.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,86,2,pair_12,1,2,480,128,480,640,1,1,1,847,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,88,3,pair_14,1,4,1120,896,480,384,1,3,1,749,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,90,3,pair_12,1,2,480,640,800,128,1,1,1,634,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,91,3,pair_13,1,3,800,640,800,384,1,2,1,668,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,94,3,pair_34,3,4,480,384,800,128,3,1,1,2108,2.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,95,3,pair_35,3,5,800,896,480,384,3,2,1,1741,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,1,96,3,pair_25,2,5,480,384,160,128,2,3,1,1564,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,2,4,pair_45,4,5,480,896,800,896,4,1,1,1749,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,3,4,pair_23,2,3,480,384,160,896,2,1,1,1080,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,4,4,pair_25,2,5,1120,384,1120,128,2,3,1,866,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,14,5,pair_25,2,5,480,128,1120,896,2,3,1,1457,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,17,5,pair_23,2,3,480,128,800,640,2,1,1,1410,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,23,4,pair_35,3,5,160,384,1120,896,3,2,1,1739,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,29,4,pair_24,2,4,160,896,480,640,2,2,1,1075,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,30,6,pair_25,2,5,480,384,800,640,2,3,1,1596,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,35,4,pair_34,3,4,1120,896,800,896,3,1,1,1743,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,36,5,pair_24,2,4,480,640,800,640,2,2,1,1257,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,40,4,pair_13,1,3,480,384,1120,384,1,2,1,846,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,41,4,pair_12,1,2,160,128,800,384,1,1,1,937,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,43,5,pair_12,1,2,800,128,1120,128,1,1,1,829,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,47,5,pair_45,4,5,480,896,160,384,4,1,1,2364,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,48,6,pair_12,1,2,160,384,800,384,1,1,1,830,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,53,5,pair_34,3,4,480,128,1120,384,3,1,0,1664,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,55,4,pair_14,1,4,800,128,1120,640,1,3,1,856,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,57,6,pair_24,2,4,480,896,160,640,2,2,1,1580,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,62,5,pair_35,3,5,480,384,480,896,3,2,1,2245,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,66,5,pair_14,1,4,800,384,160,384,1,3,1,816,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,74,6,pair_14,1,4,480,896,1120,896,1,3,1,713,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,75,4,pair_15,1,5,480,384,160,896,1,4,1,1005,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,77,6,pair_23,2,3,160,384,160,128,2,1,1,1371,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,81,5,pair_15,1,5,160,640,1120,896,1,4,1,1062,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,82,5,pair_13,1,3,1120,896,800,384,1,2,1,993,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,84,6,pair_35,3,5,800,640,1120,128,3,2,1,1802,2.0,
