study_id,participant,age_in_years,sex,species,session,trial,trial_subset,subset,early_item,late_item,coord_early_x,coord_early_y,coord_late_x,coord_late_y,magnitude,symbolic_distance,accuracy,latency,wavering,wavering_coder2
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,85,6,pair_45,4,5,1120,640,480,128,4,1,1,1443,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,87,6,pair_13,1,3,480,896,160,640,1,2,1,863,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,91,6,pair_15,1,5,160,896,480,640,1,4,1,895,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,2,94,6,pair_34,3,4,160,896,480,384,3,1,1,1394,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,5,7,pair_13,1,3,1120,384,800,896,1,2,1,764,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,6,7,pair_45,4,5,1120,640,1120,384,4,1,1,1836,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,7,8,pair_13,1,3,800,384,1120,384,1,2,1,699,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,14,7,pair_12,1,2,800,384,1120,128,1,1,1,703,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,17,8,pair_12,1,2,800,640,480,896,1,1,1,634,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,20,7,pair_34,3,4,480,128,800,640,3,1,1,1863,3.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,23,9,pair_12,1,2,480,128,1120,384,1,1,1,738,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,24,7,pair_24,2,4,1120,640,160,640,2,2,1,1508,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,28,8,pair_34,3,4,1120,896,480,384,3,1,1,2698,4.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,30,9,pair_34,3,4,480,384,800,896,3,1,1,1255,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,32,7,pair_25,2,5,480,896,480,128,2,3,1,1012,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,34,8,pair_24,2,4,1120,384,480,128,2,2,1,733,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,37,8,pair_25,2,5,1120,128,1120,384,2,3,1,844,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,42,8,pair_45,4,5,800,896,160,384,4,1,1,1600,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,47,7,pair_15,1,5,160,896,160,640,1,4,1,695,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,49,9,pair_25,2,5,480,640,800,384,2,3,1,1264,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,50,9,pair_45,4,5,800,896,800,640,4,1,1,2077,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,51,9,pair_24,2,4,1120,128,480,896,2,2,1,921,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,57,7,pair_23,2,3,480,640,1120,640,2,1,1,680,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,60,7,pair_35,3,5,480,384,480,896,3,2,1,1283,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,61,8,pair_23,2,3,1120,640,800,128,2,1,1,1567,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,74,7,pair_14,1,4,800,384,480,128,1,3,1,729,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,76,9,pair_23,2,3,480,896,1120,896,2,1,1,631,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,78,8,pair_15,1,5,1120,384,480,640,1,4,1,925,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,80,8,pair_14,1,4,480,640,1120,640,1,3,1,624,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,85,9,pair_15,1,5,1120,128,800,640,1,4,1,712,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,87,8,pair_35,3,5,800,384,800,640,3,2,1,1317,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,90,9,pair_14,1,4,1120,640,480,896,1,3,1,748,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,91,9,pair_35,3,5,160,640,800,384,3,2,1,2265,3.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,3,93,9,pair_13,1,3,160,128,800,128,1,2,1,860,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,2,10,pair_12,1,2,800,896,480,640,1,1,1,1491,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,3,10,pair_25,2,5,160,128,1120,640,2,3,1,1538,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,5,10,pair_14,1,4,800,896,160,640,1,3,1,674,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,9,10,pair_45,4,5,480,896,800,128,4,1,1,1629,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,16,10,pair_15,1,5,160,896,1120,640,1,4,1,643,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,17,10,pair_35,3,5,160,128,1120,384,3,2,1,1462,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,19,10,pair_24,2,4,1120,640,800,896,2,2,1,1452,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,23,11,pair_12,1,2,160,640,800,128,1,1,1,601,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,30,11,pair_25,2,5,480,128,800,128,2,3,1,790,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,35,11,pair_15,1,5,160,640,800,640,1,4,1,516,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,45,11,pair_24,2,4,160,896,1120,384,2,2,1,1186,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,57,10,pair_23,2,3,800,128,800,640,2,1,1,1653,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,60,11,pair_14,1,4,1120,384,800,128,1,3,0,960,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,64,11,pair_45,4,5,800,896,160,128,4,1,1,2581,4.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,66,12,pair_24,2,4,800,640,480,384,2,2,1,1071,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,67,12,pair_45,4,5,1120,128,800,640,4,1,1,1693,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,68,11,pair_23,2,3,1120,640,160,384,2,1,1,1104,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,72,12,pair_23,2,3,480,640,1120,640,2,1,1,547,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,73,12,pair_25,2,5,480,640,480,384,2,3,1,917,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,75,12,pair_12,1,2,800,896,160,640,1,1,1,740,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,77,10,pair_13,1,3,1120,128,800,896,1,2,1,853,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,79,12,pair_14,1,4,800,384,480,640,1,3,1,634,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,82,11,pair_13,1,3,1120,384,160,896,1,2,1,681,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,83,11,pair_35,3,5,800,640,160,384,3,2,1,1082,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,84,10,pair_34,3,4,1120,384,800,384,3,1,1,1130,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,86,12,pair_13,1,3,480,896,160,640,1,2,1,672,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,89,11,pair_34,3,4,800,640,800,384,3,1,1,1039,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,93,12,pair_35,3,5,160,640,1120,896,3,2,1,1510,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,94,12,pair_34,3,4,800,896,480,384,3,1,1,1344,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,4,96,12,pair_15,1,5,160,640,160,384,1,4,1,704,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,3,13,pair_13,1,3,480,128,800,128,1,2,1,725,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,5,13,pair_34,3,4,800,640,1120,384,3,1,1,2198,1.0,3.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,11,13,pair_12,1,2,1120,896,160,896,1,1,1,736,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,15,13,pair_23,2,3,160,640,1120,384,2,1,1,687,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,23,14,pair_23,2,3,1120,896,160,384,2,1,1,974,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,31,13,pair_15,1,5,1120,384,480,128,1,4,1,811,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,34,14,pair_13,1,3,160,896,160,384,1,2,1,634,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,35,13,pair_45,4,5,1120,640,800,128,4,1,1,2150,1.0,4.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,40,13,pair_25,2,5,160,640,480,128,2,3,1,999,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,41,13,pair_35,3,5,800,896,1120,384,3,2,1,1456,2.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,47,14,pair_34,3,4,160,128,480,128,3,1,1,1446,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,48,15,pair_23,2,3,160,384,800,896,2,1,1,1366,2.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,50,14,pair_12,1,2,800,640,160,384,1,1,1,1526,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,51,13,pair_14,1,4,160,896,1120,384,1,3,1,670,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,55,15,pair_12,1,2,480,384,800,384,1,1,1,617,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,56,14,pair_35,3,5,480,896,480,640,3,2,1,1453,2.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,59,14,pair_45,4,5,160,384,480,384,4,1,1,1127,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,62,15,pair_45,4,5,1120,128,1120,384,4,1,1,1628,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,64,14,pair_14,1,4,800,896,480,384,1,3,1,635,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,65,14,pair_15,1,5,480,896,160,128,1,4,1,526,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,67,14,pair_25,2,5,480,128,1120,640,2,3,1,847,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,75,15,pair_34,3,4,800,384,1120,896,3,1,1,927,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,76,13,pair_24,2,4,160,640,800,640,2,2,1,700,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,77,15,pair_14,1,4,1120,896,1120,384,1,3,1,763,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,83,15,pair_25,2,5,1120,896,480,128,2,3,1,1163,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,84,15,pair_15,1,5,160,128,480,384,1,4,1,819,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,94,14,pair_24,2,4,480,384,480,640,2,2,1,725,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,95,15,pair_24,2,4,1120,128,160,384,2,2,1,873,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,96,15,pair_13,1,3,480,128,800,384,1,2,1,749,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,5,98,15,pair_35,3,5,480,896,1120,640,3,2,1,1910,2.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,3,16,pair_35,3,5,160,128,800,640,3,2,1,1270,1.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,18,16,pair_45,4,5,480,640,480,896,4,1,1,1301,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,22,16,pair_34,3,4,800,640,160,640,3,1,1,868,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,26,16,pair_25,2,5,1120,896,800,128,2,3,1,1041,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,28,17,pair_35,3,5,1120,896,1120,384,3,2,1,1351,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,29,17,pair_34,3,4,1120,128,160,640,3,1,1,871,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,40,16,pair_13,1,3,480,896,480,640,1,2,1,586,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,47,16,pair_24,2,4,1120,384,800,384,2,2,1,2627,2.0,3.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,50,16,pair_14,1,4,1120,896,800,640,1,3,1,1495,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,51,16,pair_15,1,5,1120,128,160,896,1,4,1,858,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,52,16,pair_23,2,3,160,384,480,896,2,1,1,1334,0.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,55,17,pair_13,1,3,1120,384,160,128,1,2,1,650,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,56,17,pair_24,2,4,1120,896,160,384,2,2,1,661,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,57,18,pair_24,2,4,1120,384,800,640,2,2,1,727,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,60,16,pair_12,1,2,1120,128,480,640,1,1,0,789,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,61,18,pair_34,3,4,1120,640,1120,128,3,1,1,1192,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,62,17,pair_14,1,4,800,640,160,640,1,3,1,558,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,64,17,pair_45,4,5,1120,896,800,384,4,1,1,1204,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,73,17,pair_15,1,5,1120,640,480,384,1,4,1,703,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,75,18,pair_45,4,5,1120,384,160,896,4,1,1,1464,1.0,2.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,76,17,pair_25,2,5,1120,896,480,640,2,3,1,826,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,77,18,pair_15,1,5,1120,896,1120,128,1,4,0,1011,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,79,18,pair_14,1,4,800,640,480,640,1,3,1,573,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,81,17,pair_23,2,3,480,384,800,128,2,1,1,862,0.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,82,18,pair_25,2,5,160,128,480,896,2,3,1,911,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,86,18,pair_35,3,5,480,640,160,384,3,2,1,1443,1.0,1.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,87,18,pair_23,2,3,800,896,1120,640,2,1,0,1084,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,90,17,pair_12,1,2,1120,384,1120,128,1,1,1,639,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,92,18,pair_13,1,3,1120,896,160,128,1,2,1,663,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,6,99,18,pair_12,1,2,160,128,1120,640,1,1,0,615,0.0,0.0
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,2,19,pair_15,1,5,1120,640,160,896,1,4,1,684,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,5,19,pair_34,3,4,160,384,1120,384,3,1,1,1442,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,8,19,pair_12,1,2,160,128,480,640,1,1,1,925,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,10,20,pair_12,1,2,1120,896,480,128,1,1,1,712,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,15,19,pair_35,3,5,1120,640,160,128,3,2,1,1507,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,16,19,pair_13,1,3,1120,128,1120,896,1,2,1,821,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,17,19,pair_14,1,4,160,384,800,384,1,3,1,580,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,28,20,pair_13,1,3,480,128,160,384,1,2,1,906,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,31,19,pair_25,2,5,800,896,1120,384,2,3,1,883,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,32,20,pair_34,3,4,800,128,1120,128,3,1,1,1161,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,37,19,pair_45,4,5,480,640,800,128,4,1,1,1131,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,39,20,pair_45,4,5,1120,640,160,128,4,1,1,1677,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,42,20,pair_25,2,5,480,384,800,640,2,3,1,586,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,45,19,pair_24,2,4,480,640,480,896,2,2,1,455,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,47,21,pair_13,1,3,160,640,160,896,1,2,1,714,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,49,20,pair_24,2,4,480,640,800,384,2,2,1,1036,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,50,20,pair_35,3,5,160,640,480,640,3,2,1,1479,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,58,20,pair_15,1,5,480,640,160,128,1,4,1,653,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,61,19,pair_23,2,3,1120,384,480,128,2,1,1,737,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,62,21,pair_12,1,2,160,384,1120,896,1,1,1,678,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,63,20,pair_23,2,3,1120,896,160,896,2,1,1,1113,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,71,21,pair_35,3,5,800,896,160,128,3,2,1,1157,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,72,21,pair_25,2,5,800,128,480,640,2,3,1,932,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,75,21,pair_34,3,4,800,640,1120,384,3,1,1,1553,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,76,20,pair_14,1,4,160,640,1120,896,1,3,1,617,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,77,21,pair_14,1,4,160,640,160,896,1,3,1,675,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,79,21,pair_23,2,3,800,128,160,896,2,1,1,785,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,86,21,pair_45,4,5,480,640,800,128,4,1,1,1360,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,87,21,pair_15,1,5,800,896,160,384,1,4,1,650,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,7,94,21,pair_24,2,4,1120,640,800,128,2,2,1,969,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,4,22,pair_13,1,3,160,384,160,896,1,2,1,682,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,7,22,pair_34,3,4,160,896,160,640,3,1,1,1500,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,9,22,pair_45,4,5,160,640,480,640,4,1,1,917,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,11,22,pair_25,2,5,480,128,160,640,2,3,1,853,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,13,23,pair_34,3,4,1120,384,1120,640,3,1,1,925,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,16,22,pair_35,3,5,800,896,1120,128,3,2,1,1700,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,20,22,pair_24,2,4,480,128,1120,128,2,2,1,728,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,22,22,pair_12,1,2,160,896,1120,640,1,1,1,608,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,26,23,pair_13,1,3,1120,896,1120,384,1,2,1,695,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,28,22,pair_23,2,3,160,640,480,384,2,1,1,1273,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,31,23,pair_35,3,5,1120,896,160,128,3,2,1,1690,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,41,24,pair_13,1,3,160,384,480,640,1,2,1,690,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,45,23,pair_23,2,3,160,128,480,896,2,1,1,1486,2.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,47,24,pair_35,3,5,160,128,480,896,3,2,1,2695,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,49,22,pair_15,1,5,480,640,800,896,1,4,1,674,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,51,23,pair_12,1,2,160,128,160,640,1,1,0,630,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,57,23,pair_15,1,5,160,896,1120,384,1,4,1,631,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,59,22,pair_14,1,4,1120,128,480,896,1,3,1,751,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,61,23,pair_24,2,4,1120,896,800,128,2,2,1,1314,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,63,23,pair_45,4,5,1120,128,160,640,4,1,1,1083,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,72,24,pair_24,2,4,160,128,1120,640,2,2,1,933,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,73,23,pair_14,1,4,480,640,800,896,1,3,1,537,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,74,24,pair_14,1,4,1120,128,160,128,1,3,1,912,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,78,23,pair_25,2,5,1120,128,160,128,2,3,1,1123,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,79,24,pair_15,1,5,1120,896,1120,384,1,4,1,705,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,81,24,pair_34,3,4,1120,384,480,896,3,1,1,1365,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,82,24,pair_12,1,2,800,384,800,896,1,1,1,693,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,86,24,pair_23,2,3,160,640,1120,384,2,1,1,703,0.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,96,24,pair_45,4,5,800,640,480,896,4,1,1,1116,1.0,
allritz2021chimpanzees,kofi,9.0,m,chimpanzee,8,97,24,pair_25,2,5,1120,896,480,640,2,3,1,767,0.0,
