study_id,experiment,participant,sex,species,session,trial,condition,side_start,baited_egg,choice,correct
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,robert,m,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,robert,m,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,fraukje,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,jahaga,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,pia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,gertrudia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,patrick,m,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,patrick,m,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,fifi,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,riet,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,sandra,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,natascha,f,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,frodo,m,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,1.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,2.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,3.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,4.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,5.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,brent,m,chimpanzee,1.0,6.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,10.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,11.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,brent,m,chimpanzee,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,1.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,4.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,5.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,ulindi,f,bonobo,1.0,6.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,7.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,8.0,smell_vs_smell_and_egg_on_head,left,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,9.0,smell_vs_smell_and_egg_on_head,right,left,right,no
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,10.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,11.0,smell_vs_smell_and_egg_on_head,left,left,right,no
buttelmann2008behavioral,2,ulindi,f,bonobo,2.0,12.0,smell_vs_smell_and_egg_on_head,right,right,right,yes
buttelmann2008behavioral,2,joey,m,bonobo,1.0,1.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
buttelmann2008behavioral,2,joey,m,bonobo,1.0,2.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,joey,m,bonobo,1.0,3.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,1.0,4.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,1.0,5.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,joey,m,bonobo,1.0,6.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,2.0,7.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,2.0,8.0,smell_vs_smell_and_egg_on_head,left,left,left,yes
buttelmann2008behavioral,2,joey,m,bonobo,2.0,9.0,smell_vs_smell_and_egg_on_head,right,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,2.0,10.0,smell_vs_smell_and_egg_on_head,left,right,left,no
buttelmann2008behavioral,2,joey,m,bonobo,2.0,11.0,smell_vs_smell_and_egg_on_head,right,left,left,yes
