study_id,phase,experiment_name,year,participant,age_in_years,sex,species,summary_raw,session,sessions_to_criterion,species_subgroup,condition,correct_long_tool_choices,color,length,tot,mean,st_dv
sabbatini2012understanding,1,training_1,2009,alex,8,m,chimpanzee,raw_data,1,,b,transparent,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,alex,8,m,chimpanzee,raw_data,2,,b,transparent,14.0,,,,,
sabbatini2012understanding,1,training_1,2009,alex,8,m,chimpanzee,raw_data,3,,b,transparent,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,alexandra,10,f,chimpanzee,raw_data,1,,b,opaque,15.0,,,,,
sabbatini2012understanding,1,training_1,2009,alexandra,10,f,chimpanzee,raw_data,2,,b,opaque,15.0,,,,,
sabbatini2012understanding,1,training_1,2009,annett,10,f,chimpanzee,raw_data,1,,b,opaque,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,annett,10,f,chimpanzee,raw_data,2,,b,opaque,18.0,,,,,
sabbatini2012understanding,1,training_1,2009,annett,10,f,chimpanzee,raw_data,3,,b,opaque,18.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,1,,a,opaque,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,2,,a,opaque,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,3,,a,opaque,9.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,4,,a,opaque,3.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,5,,a,opaque,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,6,,a,opaque,8.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,7,,a,opaque,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,cammello,30,m,capuchin,raw_data,8,,a,opaque,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,1,,a,transparent,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,2,,a,transparent,4.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,3,,a,transparent,8.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,4,,a,transparent,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,5,,a,transparent,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,6,,a,transparent,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,carlotta,24,f,capuchin,raw_data,7,,a,transparent,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,fifi,16,f,chimpanzee,raw_data,1,,b,transparent,10.0,,,,,
sabbatini2012understanding,1,training_1,2009,fifi,16,f,chimpanzee,raw_data,2,,b,transparent,15.0,,,,,
sabbatini2012understanding,1,training_1,2009,fifi,16,f,chimpanzee,raw_data,3,,b,transparent,18.0,,,,,
sabbatini2012understanding,1,training_1,2009,gal,18,m,capuchin,raw_data,1,,a,transparent,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,gal,18,m,capuchin,raw_data,2,,a,transparent,12.0,,,,,
sabbatini2012understanding,1,training_1,2009,gal,18,m,capuchin,raw_data,3,,a,transparent,12.0,,,,,
sabbatini2012understanding,1,training_1,2009,jahaga,16,f,chimpanzee,raw_data,1,,b,opaque,15.0,,,,,
sabbatini2012understanding,1,training_1,2009,jahaga,16,f,chimpanzee,raw_data,2,,b,opaque,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,lome,8,m,chimpanzee,raw_data,1,,a,transparent,11.0,,,,,
sabbatini2012understanding,1,training_1,2009,lome,8,m,chimpanzee,raw_data,2,,a,transparent,14.0,,,,,
sabbatini2012understanding,1,training_1,2009,lome,8,m,chimpanzee,raw_data,3,,a,transparent,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,paprica,19,f,capuchin,raw_data,1,,a,opaque,3.0,,,,,
sabbatini2012understanding,1,training_1,2009,paprica,19,f,capuchin,raw_data,2,,a,opaque,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,paprica,19,f,capuchin,raw_data,3,,a,opaque,15.0,,,,,
sabbatini2012understanding,1,training_1,2009,paprica,19,f,capuchin,raw_data,4,,a,opaque,13.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,1,,a,opaque,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,2,,a,opaque,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,3,,a,opaque,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,4,,a,opaque,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,5,,a,opaque,13.0,,,,,
sabbatini2012understanding,1,training_1,2009,patrick,12,m,chimpanzee,raw_data,6,,a,opaque,13.0,,,,,
sabbatini2012understanding,1,training_1,2009,pippi,27,f,capuchin,raw_data,1,,b,opaque,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,pippi,27,f,capuchin,raw_data,2,,b,opaque,4.0,,,,,
sabbatini2012understanding,1,training_1,2009,pippi,27,f,capuchin,raw_data,3,,b,opaque,11.0,,,,,
sabbatini2012understanding,1,training_1,2009,pippi,27,f,capuchin,raw_data,4,,b,opaque,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,pippi,27,f,capuchin,raw_data,5,,b,opaque,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,1,,b,transparent,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,2,,b,transparent,5.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,3,,b,transparent,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,4,,b,transparent,14.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,5,,b,transparent,4.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,6,,b,transparent,6.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,7,,b,transparent,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,8,,b,transparent,13.0,,,,,
sabbatini2012understanding,1,training_1,2009,roberta,22,f,capuchin,raw_data,9,,b,transparent,18.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandokan,8,m,capuchin,raw_data,1,,b,opaque,3.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandokan,8,m,capuchin,raw_data,2,,b,opaque,4.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandokan,8,m,capuchin,raw_data,3,,b,opaque,16.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandokan,8,m,capuchin,raw_data,4,,b,opaque,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandra,16,f,chimpanzee,raw_data,1,,a,transparent,13.0,,,,,
sabbatini2012understanding,1,training_1,2009,sandra,16,f,chimpanzee,raw_data,2,,a,transparent,17.0,,,,,
sabbatini2012understanding,1,training_1,2009,vispo,8,m,capuchin,raw_data,1,,b,transparent,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,vispo,8,m,capuchin,raw_data,2,,b,transparent,7.0,,,,,
sabbatini2012understanding,1,training_1,2009,vispo,8,m,capuchin,raw_data,3,,b,transparent,18.0,,,,,
sabbatini2012understanding,1,training_1,2009,vispo,8,m,capuchin,raw_data,4,,b,transparent,18.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,1,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,2,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,3,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,4,,a,opaque,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,5,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,6,,a,opaque,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,7,,a,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,8,,a,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,9,,a,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,10,,a,opaque,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,11,,a,opaque,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,12,,a,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,13,,a,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,14,,a,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,15,,a,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,16,,a,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,17,,a,opaque,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,cammello,30,m,capuchin,raw_data,18,,a,opaque,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,1,,a,transparent,3.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,2,,a,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,3,,a,transparent,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,4,,a,transparent,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,5,,a,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,6,,a,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,7,,a,transparent,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,8,,a,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,9,,a,transparent,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,10,,a,transparent,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,carlotta,24,f,capuchin,raw_data,11,,a,transparent,14.0,,,,,
sabbatini2012understanding,2,training_2,2009,gal,18,m,capuchin,raw_data,1,,a,transparent,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,gal,18,m,capuchin,raw_data,2,,a,transparent,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,gal,18,m,capuchin,raw_data,3,,a,transparent,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,gal,18,m,capuchin,raw_data,4,,a,transparent,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,gal,18,m,capuchin,raw_data,5,,a,transparent,14.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,1,,a,opaque,4.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,2,,a,opaque,4.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,3,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,4,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,5,,a,opaque,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,6,,a,opaque,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,7,,a,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,8,,a,opaque,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,9,,a,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,10,,a,opaque,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,11,,a,opaque,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,12,,a,opaque,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,13,,a,opaque,10.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,14,,a,opaque,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,paprica,19,f,capuchin,raw_data,15,,a,opaque,15.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,1,,b,opaque,4.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,2,,b,opaque,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,3,,b,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,4,,b,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,5,,b,opaque,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,6,,b,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,7,,b,opaque,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,8,,b,opaque,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,9,,b,opaque,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,pippi,27,f,capuchin,raw_data,10,,b,opaque,15.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,1,,b,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,2,,b,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,3,,b,transparent,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,4,,b,transparent,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,5,,b,transparent,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,6,,b,transparent,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,7,,b,transparent,12.0,,,,,
sabbatini2012understanding,2,training_2,2009,roberta,22,f,capuchin,raw_data,8,,b,transparent,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,1,,b,opaque,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,2,,b,opaque,7.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,3,,b,opaque,14.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,4,,b,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,5,,b,opaque,11.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,6,,b,opaque,14.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandokan,8,m,capuchin,raw_data,7,,b,opaque,16.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandra,16,f,chimpanzee,raw_data,1,,a,transparent,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,sandra,16,f,chimpanzee,raw_data,2,,a,transparent,15.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,1,,b,transparent,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,2,,b,transparent,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,3,,b,transparent,8.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,4,,b,transparent,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,5,,b,transparent,6.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,6,,b,transparent,9.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,7,,b,transparent,13.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,8,,b,transparent,16.0,,,,,
sabbatini2012understanding,2,training_2,2009,vispo,8,m,capuchin,raw_data,9,,b,transparent,16.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,alex,8,m,chimpanzee,raw_data,1,,b,transparent,16.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,alex,8,m,chimpanzee,raw_data,2,,b,transparent,18.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,alexandra,10,f,chimpanzee,raw_data,1,,b,opaque,18.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,alexandra,10,f,chimpanzee,raw_data,2,,b,opaque,15.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,annett,10,f,chimpanzee,raw_data,1,,b,opaque,17.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,annett,10,f,chimpanzee,raw_data,2,,b,opaque,16.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,cammello,30,m,capuchin,raw_data,1,,a,opaque,0.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,cammello,30,m,capuchin,raw_data,2,,a,opaque,0.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,carlotta,24,f,capuchin,raw_data,1,,a,transparent,5.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,carlotta,24,f,capuchin,raw_data,2,,a,transparent,1.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,fifi,16,f,chimpanzee,raw_data,1,,b,transparent,16.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,fifi,16,f,chimpanzee,raw_data,2,,b,transparent,17.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,gal,18,m,capuchin,raw_data,1,,a,transparent,17.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,gal,18,m,capuchin,raw_data,2,,a,transparent,18.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,jahaga,16,f,chimpanzee,raw_data,1,,b,opaque,18.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,jahaga,16,f,chimpanzee,raw_data,2,,b,opaque,18.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,lome,8,m,chimpanzee,raw_data,1,,a,transparent,16.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,lome,8,m,chimpanzee,raw_data,2,,a,transparent,17.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,paprica,19,f,capuchin,raw_data,1,,a,opaque,2.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,paprica,19,f,capuchin,raw_data,2,,a,opaque,0.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,patrick,12,m,chimpanzee,raw_data,1,,a,opaque,14.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,patrick,12,m,chimpanzee,raw_data,2,,a,opaque,15.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,pippi,27,f,capuchin,raw_data,1,,b,opaque,0.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,pippi,27,f,capuchin,raw_data,2,,b,opaque,5.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,roberta,22,f,capuchin,raw_data,1,,b,transparent,2.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,roberta,22,f,capuchin,raw_data,2,,b,transparent,1.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,sandokan,8,m,capuchin,raw_data,1,,b,opaque,0.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,sandokan,8,m,capuchin,raw_data,2,,b,opaque,6.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,sandra,16,f,chimpanzee,raw_data,1,,a,transparent,6.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,sandra,16,f,chimpanzee,raw_data,2,,a,transparent,14.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,vispo,8,m,capuchin,raw_data,1,,b,transparent,4.0,,,,,
sabbatini2012understanding,1,transfer_1,2009,vispo,8,m,capuchin,raw_data,2,,b,transparent,10.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,alex,8,m,chimpanzee,raw_data,1,,b,transparent,14.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,alex,8,m,chimpanzee,raw_data,2,,b,transparent,13.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,alexandra,10,f,chimpanzee,raw_data,1,,b,opaque,15.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,alexandra,10,f,chimpanzee,raw_data,2,,b,opaque,17.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,annett,10,f,chimpanzee,raw_data,1,,b,opaque,16.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,annett,10,f,chimpanzee,raw_data,2,,b,opaque,15.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,cammello,30,m,capuchin,raw_data,1,,a,opaque,13.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,cammello,30,m,capuchin,raw_data,2,,a,opaque,9.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,carlotta,24,f,capuchin,raw_data,1,,a,transparent,10.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,carlotta,24,f,capuchin,raw_data,2,,a,transparent,8.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,fifi,16,f,chimpanzee,raw_data,1,,b,transparent,18.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,fifi,16,f,chimpanzee,raw_data,2,,b,transparent,18.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,gal,18,m,capuchin,raw_data,1,,a,transparent,6.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,gal,18,m,capuchin,raw_data,2,,a,transparent,7.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,jahaga,16,f,chimpanzee,raw_data,1,,b,opaque,16.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,jahaga,16,f,chimpanzee,raw_data,2,,b,opaque,12.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,lome,8,m,chimpanzee,raw_data,1,,a,transparent,12.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,lome,8,m,chimpanzee,raw_data,2,,a,transparent,16.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,paprica,19,f,capuchin,raw_data,1,,a,opaque,13.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,paprica,19,f,capuchin,raw_data,2,,a,opaque,15.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,patrick,12,m,chimpanzee,raw_data,1,,a,opaque,13.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,patrick,12,m,chimpanzee,raw_data,2,,a,opaque,12.0,,,,,
sabbatini2012understanding,2,transfer_2,2009,pippi,27,f,capuchin,raw_data,1,,b,opaque,12.0,,,,,
